"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta",0.306955013168651,0.304446228842039,0.307921258558867,9670.9,0.95,0.187927885704931,0.43406104293783,0.5,0.22,0.45,0.55,98.36,1.62,0.02
